lead:deal_name,contact:name,contact:email,company:name
QA_DYN_0317001,Park Aram,qa.dyn.inst.0317001.860040@yopmail.com,NAVER
QA_DYN_0317002,Jung Jiho,qa.dyn.inst.0317002.934339@yopmail.com,POSCO Holdings
QA_DYN_0317003,Yoon Eunseo,qa.dyn.inst.0317003.500550@yopmail.com,LG Electronics
QA_DYN_0317004,Lee Sora,qa.dyn.inst.0317004.144332@yopmail.com,NAVER
QA_DYN_0317005,Cho Hyunwoo,qa.dyn.inst.0317005.629116@yopmail.com,POSCO Holdings
QA_DYN_0317006,Kang Minsoo,qa.dyn.inst.0317006.308629@yopmail.com,LG Electronics
QA_DYN_0317007,Kim Haneul,qa.dyn.inst.0317007.806810@yopmail.com,NAVER
QA_DYN_0317008,Choi Seoyeon,qa.dyn.inst.0317008.537079@yopmail.com,POSCO Holdings
QA_DYN_0317009,Lim Doyun,qa.dyn.inst.0317009.512577@yopmail.com,LG Electronics
QA_DYN_0317010,Han Aram,qa.dyn.inst.0317010.459812@yopmail.com,NAVER
QA_DYN_0317011,Park Hyunwoo,qa.dyn.inst.0317011.477999@yopmail.com,POSCO Holdings
QA_DYN_0317012,Jung Minsoo,qa.dyn.inst.0317012.983856@yopmail.com,LG Electronics
QA_DYN_0317013,Yoon Jiyoon,qa.dyn.inst.0317013.993580@yopmail.com,NAVER
QA_DYN_0317014,Lee Aram,qa.dyn.inst.0317014.354686@yopmail.com,POSCO Holdings
QA_DYN_0317015,Cho Doyun,qa.dyn.inst.0317015.484533@yopmail.com,LG Electronics
QA_DYN_0317016,Kang Haneul,qa.dyn.inst.0317016.334849@yopmail.com,NAVER
QA_DYN_0317017,Kim Seoyeon,qa.dyn.inst.0317017.417891@yopmail.com,POSCO Holdings
QA_DYN_0317018,Choi Jiho,qa.dyn.inst.0317018.429083@yopmail.com,LG Electronics
QA_DYN_0317019,Lim Eunseo,qa.dyn.inst.0317019.593808@yopmail.com,NAVER
QA_DYN_0317020,Han Sora,qa.dyn.inst.0317020.673914@yopmail.com,POSCO Holdings
QA_DYN_0317021,Park Minsoo,qa.dyn.inst.0317021.316153@yopmail.com,LG Electronics
QA_DYN_0317022,Jung Haneul,qa.dyn.inst.0317022.254222@yopmail.com,NAVER
QA_DYN_0317023,Yoon Seoyeon,qa.dyn.inst.0317023.598799@yopmail.com,POSCO Holdings
QA_DYN_0317024,Lee Jiho,qa.dyn.inst.0317024.959808@yopmail.com,LG Electronics
QA_DYN_0317025,Cho Eunseo,qa.dyn.inst.0317025.883585@yopmail.com,NAVER
QA_DYN_0317026,Kang Sora,qa.dyn.inst.0317026.942564@yopmail.com,POSCO Holdings
QA_DYN_0317027,Kim Hyunwoo,qa.dyn.inst.0317027.684585@yopmail.com,LG Electronics
QA_DYN_0317028,Choi Minsoo,qa.dyn.inst.0317028.768583@yopmail.com,NAVER
QA_DYN_0317029,Lim Jiyoon,qa.dyn.inst.0317029.923374@yopmail.com,POSCO Holdings
QA_DYN_0317030,Han Doyun,qa.dyn.inst.0317030.100551@yopmail.com,LG Electronics
QA_DYN_0317031,Park Aram,qa.dyn.inst.0317031.422899@yopmail.com,NAVER
QA_DYN_0317032,Jung Jiho,qa.dyn.inst.0317032.266295@yopmail.com,POSCO Holdings
QA_DYN_0317033,Yoon Eunseo,qa.dyn.inst.0317033.536614@yopmail.com,LG Electronics
QA_DYN_0317034,Lee Sora,qa.dyn.inst.0317034.221893@yopmail.com,NAVER
QA_DYN_0317035,Cho Hyunwoo,qa.dyn.inst.0317035.588190@yopmail.com,POSCO Holdings
QA_DYN_0317036,Kang Minsoo,qa.dyn.inst.0317036.693267@yopmail.com,LG Electronics
QA_DYN_0317037,Kim Haneul,qa.dyn.inst.0317037.298874@yopmail.com,NAVER
QA_DYN_0317038,Choi Seoyeon,qa.dyn.inst.0317038.256970@yopmail.com,POSCO Holdings
QA_DYN_0317039,Lim Doyun,qa.dyn.inst.0317039.420544@yopmail.com,LG Electronics
QA_DYN_0317040,Han Aram,qa.dyn.inst.0317040.506590@yopmail.com,NAVER
QA_DYN_0317041,Park Hyunwoo,qa.dyn.inst.0317041.329103@yopmail.com,POSCO Holdings
QA_DYN_0317042,Jung Minsoo,qa.dyn.inst.0317042.435014@yopmail.com,LG Electronics
QA_DYN_0317043,Yoon Jiyoon,qa.dyn.inst.0317043.904379@yopmail.com,NAVER
QA_DYN_0317044,Lee Aram,qa.dyn.inst.0317044.659986@yopmail.com,POSCO Holdings
QA_DYN_0317045,Cho Doyun,qa.dyn.inst.0317045.694736@yopmail.com,LG Electronics
QA_DYN_0317046,Kang Haneul,qa.dyn.inst.0317046.252914@yopmail.com,NAVER
QA_DYN_0317047,Kim Seoyeon,qa.dyn.inst.0317047.122789@yopmail.com,POSCO Holdings
QA_DYN_0317048,Choi Jiho,qa.dyn.inst.0317048.829818@yopmail.com,LG Electronics
QA_DYN_0317049,Lim Eunseo,qa.dyn.inst.0317049.623408@yopmail.com,NAVER
QA_DYN_0317050,Han Sora,qa.dyn.inst.0317050.610089@yopmail.com,POSCO Holdings
QA_DYN_0317051,Park Minsoo,qa.dyn.inst.0317051.555814@yopmail.com,LG Electronics
QA_DYN_0317052,Jung Haneul,qa.dyn.inst.0317052.869157@yopmail.com,NAVER
QA_DYN_0317053,Yoon Seoyeon,qa.dyn.inst.0317053.137191@yopmail.com,POSCO Holdings
QA_DYN_0317054,Lee Jiho,qa.dyn.inst.0317054.234454@yopmail.com,LG Electronics
QA_DYN_0317055,Cho Eunseo,qa.dyn.inst.0317055.524646@yopmail.com,NAVER
QA_DYN_0317056,Kang Sora,qa.dyn.inst.0317056.423048@yopmail.com,POSCO Holdings
QA_DYN_0317057,Kim Hyunwoo,qa.dyn.inst.0317057.610756@yopmail.com,LG Electronics
QA_DYN_0317058,Choi Minsoo,qa.dyn.inst.0317058.443354@yopmail.com,NAVER
QA_DYN_0317059,Lim Jiyoon,qa.dyn.inst.0317059.139407@yopmail.com,POSCO Holdings
QA_DYN_0317060,Han Doyun,qa.dyn.inst.0317060.883241@yopmail.com,LG Electronics
QA_DYN_0317061,Park Aram,qa.dyn.inst.0317061.146188@yopmail.com,NAVER
QA_DYN_0317062,Jung Jiho,qa.dyn.inst.0317062.575010@yopmail.com,POSCO Holdings
QA_DYN_0317063,Yoon Eunseo,qa.dyn.inst.0317063.711552@yopmail.com,LG Electronics
QA_DYN_0317064,Lee Sora,qa.dyn.inst.0317064.641865@yopmail.com,NAVER
QA_DYN_0317065,Cho Hyunwoo,qa.dyn.inst.0317065.967493@yopmail.com,POSCO Holdings
QA_DYN_0317066,Kang Minsoo,qa.dyn.inst.0317066.812673@yopmail.com,LG Electronics
QA_DYN_0317067,Kim Haneul,qa.dyn.inst.0317067.669015@yopmail.com,NAVER
QA_DYN_0317068,Choi Seoyeon,qa.dyn.inst.0317068.869938@yopmail.com,POSCO Holdings
QA_DYN_0317069,Lim Doyun,qa.dyn.inst.0317069.417557@yopmail.com,LG Electronics
QA_DYN_0317070,Han Aram,qa.dyn.inst.0317070.788497@yopmail.com,NAVER
QA_DYN_0317071,Park Hyunwoo,qa.dyn.inst.0317071.781767@yopmail.com,POSCO Holdings
QA_DYN_0317072,Jung Minsoo,qa.dyn.inst.0317072.282583@yopmail.com,LG Electronics
QA_DYN_0317073,Yoon Jiyoon,qa.dyn.inst.0317073.337356@yopmail.com,NAVER
QA_DYN_0317074,Lee Aram,qa.dyn.inst.0317074.132957@yopmail.com,POSCO Holdings
QA_DYN_0317075,Cho Doyun,qa.dyn.inst.0317075.467218@yopmail.com,LG Electronics
QA_DYN_0317076,Kang Haneul,qa.dyn.inst.0317076.137616@yopmail.com,NAVER
QA_DYN_0317077,Kim Seoyeon,qa.dyn.inst.0317077.378254@yopmail.com,POSCO Holdings
QA_DYN_0317078,Choi Jiho,qa.dyn.inst.0317078.673445@yopmail.com,LG Electronics
QA_DYN_0317079,Lim Eunseo,qa.dyn.inst.0317079.656653@yopmail.com,NAVER
QA_DYN_0317080,Han Sora,qa.dyn.inst.0317080.994107@yopmail.com,POSCO Holdings
QA_DYN_0317081,Park Minsoo,qa.dyn.inst.0317081.940258@yopmail.com,LG Electronics
