lead:deal_name,contact:name,contact:email,company:name
QA_DYN_0459001,Park Hyunwoo,qa.dyn.inst.0459001.695304@yopmail.com,POSCO Holdings
QA_DYN_0459002,Jung Minsoo,qa.dyn.inst.0459002.810572@yopmail.com,LG Electronics
QA_DYN_0459003,Yoon Jiyoon,qa.dyn.inst.0459003.260900@yopmail.com,NAVER
QA_DYN_0459004,Lee Aram,qa.dyn.inst.0459004.686407@yopmail.com,POSCO Holdings
QA_DYN_0459005,Cho Doyun,qa.dyn.inst.0459005.588985@yopmail.com,LG Electronics
QA_DYN_0459006,Kang Haneul,qa.dyn.inst.0459006.766818@yopmail.com,NAVER
QA_DYN_0459007,Kim Seoyeon,qa.dyn.inst.0459007.914497@yopmail.com,POSCO Holdings
QA_DYN_0459008,Choi Jiho,qa.dyn.inst.0459008.319600@yopmail.com,LG Electronics
QA_DYN_0459009,Lim Eunseo,qa.dyn.inst.0459009.669311@yopmail.com,NAVER
QA_DYN_0459010,Han Sora,qa.dyn.inst.0459010.804770@yopmail.com,POSCO Holdings
QA_DYN_0459011,Park Minsoo,qa.dyn.inst.0459011.343301@yopmail.com,LG Electronics
QA_DYN_0459012,Jung Haneul,qa.dyn.inst.0459012.538043@yopmail.com,NAVER
QA_DYN_0459013,Yoon Seoyeon,qa.dyn.inst.0459013.664847@yopmail.com,POSCO Holdings
QA_DYN_0459014,Lee Jiho,qa.dyn.inst.0459014.739873@yopmail.com,LG Electronics
QA_DYN_0459015,Cho Eunseo,qa.dyn.inst.0459015.536951@yopmail.com,NAVER
QA_DYN_0459016,Kang Sora,qa.dyn.inst.0459016.334035@yopmail.com,POSCO Holdings
QA_DYN_0459017,Kim Hyunwoo,qa.dyn.inst.0459017.993595@yopmail.com,LG Electronics
QA_DYN_0459018,Choi Minsoo,qa.dyn.inst.0459018.219557@yopmail.com,NAVER
QA_DYN_0459019,Lim Jiyoon,qa.dyn.inst.0459019.881785@yopmail.com,POSCO Holdings
QA_DYN_0459020,Han Doyun,qa.dyn.inst.0459020.869786@yopmail.com,LG Electronics
QA_DYN_0459021,Park Aram,qa.dyn.inst.0459021.582815@yopmail.com,NAVER
QA_DYN_0459022,Jung Jiho,qa.dyn.inst.0459022.802677@yopmail.com,POSCO Holdings
QA_DYN_0459023,Yoon Eunseo,qa.dyn.inst.0459023.717143@yopmail.com,LG Electronics
QA_DYN_0459024,Lee Sora,qa.dyn.inst.0459024.630654@yopmail.com,NAVER
QA_DYN_0459025,Cho Hyunwoo,qa.dyn.inst.0459025.596443@yopmail.com,POSCO Holdings
QA_DYN_0459026,Kang Minsoo,qa.dyn.inst.0459026.297854@yopmail.com,LG Electronics
QA_DYN_0459027,Kim Haneul,qa.dyn.inst.0459027.437476@yopmail.com,NAVER
QA_DYN_0459028,Choi Seoyeon,qa.dyn.inst.0459028.428130@yopmail.com,POSCO Holdings
QA_DYN_0459029,Lim Doyun,qa.dyn.inst.0459029.185533@yopmail.com,LG Electronics
QA_DYN_0459030,Han Aram,qa.dyn.inst.0459030.735318@yopmail.com,NAVER
QA_DYN_0459031,Park Hyunwoo,qa.dyn.inst.0459031.890993@yopmail.com,POSCO Holdings
QA_DYN_0459032,Jung Minsoo,qa.dyn.inst.0459032.254605@yopmail.com,LG Electronics
QA_DYN_0459033,Yoon Jiyoon,qa.dyn.inst.0459033.597367@yopmail.com,NAVER
QA_DYN_0459034,Lee Aram,qa.dyn.inst.0459034.994050@yopmail.com,POSCO Holdings
QA_DYN_0459035,Cho Doyun,qa.dyn.inst.0459035.640582@yopmail.com,LG Electronics
QA_DYN_0459036,Kang Haneul,qa.dyn.inst.0459036.195831@yopmail.com,NAVER
QA_DYN_0459037,Kim Seoyeon,qa.dyn.inst.0459037.937612@yopmail.com,POSCO Holdings
QA_DYN_0459038,Choi Jiho,qa.dyn.inst.0459038.573974@yopmail.com,LG Electronics
QA_DYN_0459039,Lim Eunseo,qa.dyn.inst.0459039.459214@yopmail.com,NAVER
QA_DYN_0459040,Han Sora,qa.dyn.inst.0459040.802081@yopmail.com,POSCO Holdings
QA_DYN_0459041,Park Minsoo,qa.dyn.inst.0459041.400446@yopmail.com,LG Electronics
QA_DYN_0459042,Jung Haneul,qa.dyn.inst.0459042.907307@yopmail.com,NAVER
QA_DYN_0459043,Yoon Seoyeon,qa.dyn.inst.0459043.452433@yopmail.com,POSCO Holdings
QA_DYN_0459044,Lee Jiho,qa.dyn.inst.0459044.224312@yopmail.com,LG Electronics
QA_DYN_0459045,Cho Eunseo,qa.dyn.inst.0459045.879304@yopmail.com,NAVER
QA_DYN_0459046,Kang Sora,qa.dyn.inst.0459046.143701@yopmail.com,POSCO Holdings
