lead:deal_name,contact:name,contact:email,company:name
QA_DYN_05001,Kim Minsoo,qa.dyn.inst.05001.761070@yopmail.com,삼성전자(주)
QA_DYN_05002,Lee Jiyoon,qa.dyn.inst.05002.502268@yopmail.com,LG전자(주)
QA_DYN_05003,Park Hyunwoo,qa.dyn.inst.05003.357071@yopmail.com,SK하이닉스(주)
QA_DYN_05004,Choi Aram,qa.dyn.inst.05004.486128@yopmail.com,현대자동차(주)
QA_DYN_05005,Jung Sora,qa.dyn.inst.05005.488803@yopmail.com,롯데케미칼(주)
QA_DYN_05006,Kim Minsoo,qa.dyn.inst.05006.909693@yopmail.com,삼성전자(주)
QA_DYN_05007,Wěi Wáng,qa.dyn.inst.05007.551805@yopmail.com,카카오(주)
QA_DYN_05008,Han Yerin,qa.dyn.inst.05008.940710@yopmail.com,네이버(주)
QA_DYN_05009,No Company User,qa.dyn.inst.05009.408614@yopmail.com,LG전자(주)
QA_DYN_05010,Lim Doyeon,qa.dyn.inst.05010.751341@yopmail.com,포스코홀딩스(주)
QA_DYN_05011,Kim Minsoo,qa.dyn.inst.05011.678558@yopmail.com,삼성전자(주)
QA_DYN_05012,Lee Jiyoon,qa.dyn.inst.05012.985883@yopmail.com,LG전자(주)
QA_DYN_05013,Park Hyunwoo,qa.dyn.inst.05013.564332@yopmail.com,SK하이닉스(주)
QA_DYN_05014,Choi Aram,qa.dyn.inst.05014.280800@yopmail.com,현대자동차(주)
QA_DYN_05015,Jung Sora,qa.dyn.inst.05015.346042@yopmail.com,롯데케미칼(주)
QA_DYN_05016,Kim Minsoo,qa.dyn.inst.05016.286999@yopmail.com,삼성전자(주)
QA_DYN_05017,Wěi Wáng,qa.dyn.inst.05017.787457@yopmail.com,카카오(주)
QA_DYN_05018,Han Yerin,qa.dyn.inst.05018.317463@yopmail.com,네이버(주)
QA_DYN_05019,No Company User,qa.dyn.inst.05019.352960@yopmail.com,LG전자(주)
QA_DYN_05020,Lim Doyeon,qa.dyn.inst.05020.678197@yopmail.com,포스코홀딩스(주)
QA_DYN_05021,Kim Minsoo,qa.dyn.inst.05021.245374@yopmail.com,삼성전자(주)
QA_DYN_05022,Lee Jiyoon,qa.dyn.inst.05022.281713@yopmail.com,LG전자(주)
QA_DYN_05023,Park Hyunwoo,qa.dyn.inst.05023.140846@yopmail.com,SK하이닉스(주)
QA_DYN_05024,Choi Aram,qa.dyn.inst.05024.845661@yopmail.com,현대자동차(주)
QA_DYN_05025,Jung Sora,qa.dyn.inst.05025.598635@yopmail.com,롯데케미칼(주)
QA_DYN_05026,Kim Minsoo,qa.dyn.inst.05026.634141@yopmail.com,삼성전자(주)
QA_DYN_05027,Wěi Wáng,qa.dyn.inst.05027.766541@yopmail.com,카카오(주)
