lead:deal_name,contact:name,contact:email,company:name
QA_DYN_0430001,Park Minsoo,qa.dyn.inst.0430001.479227@yopmail.com,LG Electronics
QA_DYN_0430002,Jung Haneul,qa.dyn.inst.0430002.744022@yopmail.com,NAVER
QA_DYN_0430003,Yoon Seoyeon,qa.dyn.inst.0430003.617305@yopmail.com,POSCO Holdings
QA_DYN_0430004,Lee Jiho,qa.dyn.inst.0430004.561108@yopmail.com,LG Electronics
QA_DYN_0430005,Cho Eunseo,qa.dyn.inst.0430005.721527@yopmail.com,NAVER
QA_DYN_0430006,Kang Sora,qa.dyn.inst.0430006.298067@yopmail.com,POSCO Holdings
QA_DYN_0430007,Kim Hyunwoo,qa.dyn.inst.0430007.304151@yopmail.com,LG Electronics
QA_DYN_0430008,Choi Minsoo,qa.dyn.inst.0430008.585725@yopmail.com,NAVER
QA_DYN_0430009,Lim Jiyoon,qa.dyn.inst.0430009.134372@yopmail.com,POSCO Holdings
QA_DYN_0430010,Han Doyun,qa.dyn.inst.0430010.156067@yopmail.com,LG Electronics
QA_DYN_0430011,Park Aram,qa.dyn.inst.0430011.268480@yopmail.com,NAVER
QA_DYN_0430012,Jung Jiho,qa.dyn.inst.0430012.537989@yopmail.com,POSCO Holdings
QA_DYN_0430013,Yoon Eunseo,qa.dyn.inst.0430013.586134@yopmail.com,LG Electronics
QA_DYN_0430014,Lee Sora,qa.dyn.inst.0430014.752419@yopmail.com,NAVER
QA_DYN_0430015,Cho Hyunwoo,qa.dyn.inst.0430015.875167@yopmail.com,POSCO Holdings
QA_DYN_0430016,Kang Minsoo,qa.dyn.inst.0430016.565964@yopmail.com,LG Electronics
QA_DYN_0430017,Kim Haneul,qa.dyn.inst.0430017.848118@yopmail.com,NAVER
QA_DYN_0430018,Choi Seoyeon,qa.dyn.inst.0430018.980479@yopmail.com,POSCO Holdings
QA_DYN_0430019,Lim Doyun,qa.dyn.inst.0430019.538688@yopmail.com,LG Electronics
QA_DYN_0430020,Han Aram,qa.dyn.inst.0430020.408819@yopmail.com,NAVER
QA_DYN_0430021,Park Hyunwoo,qa.dyn.inst.0430021.331891@yopmail.com,POSCO Holdings
QA_DYN_0430022,Jung Minsoo,qa.dyn.inst.0430022.137317@yopmail.com,LG Electronics
QA_DYN_0430023,Yoon Jiyoon,qa.dyn.inst.0430023.902048@yopmail.com,NAVER
QA_DYN_0430024,Lee Aram,qa.dyn.inst.0430024.998403@yopmail.com,POSCO Holdings
QA_DYN_0430025,Cho Doyun,qa.dyn.inst.0430025.238107@yopmail.com,LG Electronics
QA_DYN_0430026,Kang Haneul,qa.dyn.inst.0430026.403451@yopmail.com,NAVER
QA_DYN_0430027,Kim Seoyeon,qa.dyn.inst.0430027.431303@yopmail.com,POSCO Holdings
QA_DYN_0430028,Choi Jiho,qa.dyn.inst.0430028.971465@yopmail.com,LG Electronics
QA_DYN_0430029,Lim Eunseo,qa.dyn.inst.0430029.231216@yopmail.com,NAVER
QA_DYN_0430030,Han Sora,qa.dyn.inst.0430030.569883@yopmail.com,POSCO Holdings
QA_DYN_0430031,Park Minsoo,qa.dyn.inst.0430031.453263@yopmail.com,LG Electronics
QA_DYN_0430032,Jung Haneul,qa.dyn.inst.0430032.180604@yopmail.com,NAVER
QA_DYN_0430033,Yoon Seoyeon,qa.dyn.inst.0430033.865681@yopmail.com,POSCO Holdings
QA_DYN_0430034,Lee Jiho,qa.dyn.inst.0430034.854990@yopmail.com,LG Electronics
QA_DYN_0430035,Cho Eunseo,qa.dyn.inst.0430035.210165@yopmail.com,NAVER
QA_DYN_0430036,Kang Sora,qa.dyn.inst.0430036.325626@yopmail.com,POSCO Holdings
QA_DYN_0430037,Kim Hyunwoo,qa.dyn.inst.0430037.387300@yopmail.com,LG Electronics
QA_DYN_0430038,Choi Minsoo,qa.dyn.inst.0430038.476305@yopmail.com,NAVER
QA_DYN_0430039,Lim Jiyoon,qa.dyn.inst.0430039.340097@yopmail.com,POSCO Holdings
QA_DYN_0430040,Han Doyun,qa.dyn.inst.0430040.589360@yopmail.com,LG Electronics
QA_DYN_0430041,Park Aram,qa.dyn.inst.0430041.389605@yopmail.com,NAVER
QA_DYN_0430042,Jung Jiho,qa.dyn.inst.0430042.981253@yopmail.com,POSCO Holdings
QA_DYN_0430043,Yoon Eunseo,qa.dyn.inst.0430043.918538@yopmail.com,LG Electronics
QA_DYN_0430044,Lee Sora,qa.dyn.inst.0430044.957610@yopmail.com,NAVER
QA_DYN_0430045,Cho Hyunwoo,qa.dyn.inst.0430045.891756@yopmail.com,POSCO Holdings
QA_DYN_0430046,Kang Minsoo,qa.dyn.inst.0430046.995159@yopmail.com,LG Electronics
QA_DYN_0430047,Kim Haneul,qa.dyn.inst.0430047.916609@yopmail.com,NAVER
QA_DYN_0430048,Choi Seoyeon,qa.dyn.inst.0430048.886196@yopmail.com,POSCO Holdings
QA_DYN_0430049,Lim Doyun,qa.dyn.inst.0430049.412414@yopmail.com,LG Electronics
QA_DYN_0430050,Han Aram,qa.dyn.inst.0430050.941862@yopmail.com,NAVER
QA_DYN_0430051,Park Hyunwoo,qa.dyn.inst.0430051.795079@yopmail.com,POSCO Holdings
QA_DYN_0430052,Jung Minsoo,qa.dyn.inst.0430052.288173@yopmail.com,LG Electronics
QA_DYN_0430053,Yoon Jiyoon,qa.dyn.inst.0430053.157146@yopmail.com,NAVER
QA_DYN_0430054,Lee Aram,qa.dyn.inst.0430054.508692@yopmail.com,POSCO Holdings
QA_DYN_0430055,Cho Doyun,qa.dyn.inst.0430055.192818@yopmail.com,LG Electronics
QA_DYN_0430056,Kang Haneul,qa.dyn.inst.0430056.166729@yopmail.com,NAVER
QA_DYN_0430057,Kim Seoyeon,qa.dyn.inst.0430057.252956@yopmail.com,POSCO Holdings
QA_DYN_0430058,Choi Jiho,qa.dyn.inst.0430058.857161@yopmail.com,LG Electronics
QA_DYN_0430059,Lim Eunseo,qa.dyn.inst.0430059.684153@yopmail.com,NAVER
QA_DYN_0430060,Han Sora,qa.dyn.inst.0430060.519754@yopmail.com,POSCO Holdings
QA_DYN_0430061,Park Minsoo,qa.dyn.inst.0430061.163990@yopmail.com,LG Electronics
QA_DYN_0430062,Jung Haneul,qa.dyn.inst.0430062.621151@yopmail.com,NAVER
QA_DYN_0430063,Yoon Seoyeon,qa.dyn.inst.0430063.995221@yopmail.com,POSCO Holdings
QA_DYN_0430064,Lee Jiho,qa.dyn.inst.0430064.868809@yopmail.com,LG Electronics
QA_DYN_0430065,Cho Eunseo,qa.dyn.inst.0430065.167839@yopmail.com,NAVER
QA_DYN_0430066,Kang Sora,qa.dyn.inst.0430066.604650@yopmail.com,POSCO Holdings
