lead:deal_name,contact:name,contact:email,company:name
QA_DYN_0428001,Park Aram,qa.dyn.inst.0428001.677402@yopmail.com,NAVER
QA_DYN_0428002,Jung Jiho,qa.dyn.inst.0428002.349303@yopmail.com,POSCO Holdings
QA_DYN_0428003,Yoon Eunseo,qa.dyn.inst.0428003.637643@yopmail.com,LG Electronics
QA_DYN_0428004,Lee Sora,qa.dyn.inst.0428004.793981@yopmail.com,NAVER
QA_DYN_0428005,Cho Hyunwoo,qa.dyn.inst.0428005.302082@yopmail.com,POSCO Holdings
QA_DYN_0428006,Kang Minsoo,qa.dyn.inst.0428006.256547@yopmail.com,LG Electronics
QA_DYN_0428007,Kim Haneul,qa.dyn.inst.0428007.466538@yopmail.com,NAVER
QA_DYN_0428008,Choi Seoyeon,qa.dyn.inst.0428008.965538@yopmail.com,POSCO Holdings
QA_DYN_0428009,Lim Doyun,qa.dyn.inst.0428009.922248@yopmail.com,LG Electronics
QA_DYN_0428010,Han Aram,qa.dyn.inst.0428010.406032@yopmail.com,NAVER
QA_DYN_0428011,Park Hyunwoo,qa.dyn.inst.0428011.607965@yopmail.com,POSCO Holdings
QA_DYN_0428012,Jung Minsoo,qa.dyn.inst.0428012.852387@yopmail.com,LG Electronics
QA_DYN_0428013,Yoon Jiyoon,qa.dyn.inst.0428013.528999@yopmail.com,NAVER
QA_DYN_0428014,Lee Aram,qa.dyn.inst.0428014.126470@yopmail.com,POSCO Holdings
QA_DYN_0428015,Cho Doyun,qa.dyn.inst.0428015.964035@yopmail.com,LG Electronics
QA_DYN_0428016,Kang Haneul,qa.dyn.inst.0428016.537710@yopmail.com,NAVER
QA_DYN_0428017,Kim Seoyeon,qa.dyn.inst.0428017.746602@yopmail.com,POSCO Holdings
QA_DYN_0428018,Choi Jiho,qa.dyn.inst.0428018.935219@yopmail.com,LG Electronics
QA_DYN_0428019,Lim Eunseo,qa.dyn.inst.0428019.342788@yopmail.com,NAVER
QA_DYN_0428020,Han Sora,qa.dyn.inst.0428020.120749@yopmail.com,POSCO Holdings
QA_DYN_0428021,Park Minsoo,qa.dyn.inst.0428021.659279@yopmail.com,LG Electronics
QA_DYN_0428022,Jung Haneul,qa.dyn.inst.0428022.364500@yopmail.com,NAVER
QA_DYN_0428023,Yoon Seoyeon,qa.dyn.inst.0428023.339601@yopmail.com,POSCO Holdings
QA_DYN_0428024,Lee Jiho,qa.dyn.inst.0428024.209778@yopmail.com,LG Electronics
QA_DYN_0428025,Cho Eunseo,qa.dyn.inst.0428025.463226@yopmail.com,NAVER
QA_DYN_0428026,Kang Sora,qa.dyn.inst.0428026.452212@yopmail.com,POSCO Holdings
QA_DYN_0428027,Kim Hyunwoo,qa.dyn.inst.0428027.359737@yopmail.com,LG Electronics
QA_DYN_0428028,Choi Minsoo,qa.dyn.inst.0428028.353611@yopmail.com,NAVER
QA_DYN_0428029,Lim Jiyoon,qa.dyn.inst.0428029.353819@yopmail.com,POSCO Holdings
QA_DYN_0428030,Han Doyun,qa.dyn.inst.0428030.735065@yopmail.com,LG Electronics
QA_DYN_0428031,Park Aram,qa.dyn.inst.0428031.354250@yopmail.com,NAVER
QA_DYN_0428032,Jung Jiho,qa.dyn.inst.0428032.696882@yopmail.com,POSCO Holdings
QA_DYN_0428033,Yoon Eunseo,qa.dyn.inst.0428033.191221@yopmail.com,LG Electronics
QA_DYN_0428034,Lee Sora,qa.dyn.inst.0428034.991112@yopmail.com,NAVER
QA_DYN_0428035,Cho Hyunwoo,qa.dyn.inst.0428035.583650@yopmail.com,POSCO Holdings
QA_DYN_0428036,Kang Minsoo,qa.dyn.inst.0428036.209366@yopmail.com,LG Electronics
QA_DYN_0428037,Kim Haneul,qa.dyn.inst.0428037.687099@yopmail.com,NAVER
QA_DYN_0428038,Choi Seoyeon,qa.dyn.inst.0428038.563076@yopmail.com,POSCO Holdings
QA_DYN_0428039,Lim Doyun,qa.dyn.inst.0428039.237822@yopmail.com,LG Electronics
QA_DYN_0428040,Han Aram,qa.dyn.inst.0428040.648634@yopmail.com,NAVER
QA_DYN_0428041,Park Hyunwoo,qa.dyn.inst.0428041.411933@yopmail.com,POSCO Holdings
QA_DYN_0428042,Jung Minsoo,qa.dyn.inst.0428042.256689@yopmail.com,LG Electronics
QA_DYN_0428043,Yoon Jiyoon,qa.dyn.inst.0428043.142154@yopmail.com,NAVER
QA_DYN_0428044,Lee Aram,qa.dyn.inst.0428044.471174@yopmail.com,POSCO Holdings
QA_DYN_0428045,Cho Doyun,qa.dyn.inst.0428045.353509@yopmail.com,LG Electronics
QA_DYN_0428046,Kang Haneul,qa.dyn.inst.0428046.851044@yopmail.com,NAVER
QA_DYN_0428047,Kim Seoyeon,qa.dyn.inst.0428047.862164@yopmail.com,POSCO Holdings
QA_DYN_0428048,Choi Jiho,qa.dyn.inst.0428048.206291@yopmail.com,LG Electronics
QA_DYN_0428049,Lim Eunseo,qa.dyn.inst.0428049.675913@yopmail.com,NAVER
QA_DYN_0428050,Han Sora,qa.dyn.inst.0428050.884513@yopmail.com,POSCO Holdings
QA_DYN_0428051,Park Minsoo,qa.dyn.inst.0428051.723839@yopmail.com,LG Electronics
QA_DYN_0428052,Jung Haneul,qa.dyn.inst.0428052.575017@yopmail.com,NAVER
QA_DYN_0428053,Yoon Seoyeon,qa.dyn.inst.0428053.624100@yopmail.com,POSCO Holdings
QA_DYN_0428054,Lee Jiho,qa.dyn.inst.0428054.688094@yopmail.com,LG Electronics
QA_DYN_0428055,Cho Eunseo,qa.dyn.inst.0428055.338892@yopmail.com,NAVER
QA_DYN_0428056,Kang Sora,qa.dyn.inst.0428056.570679@yopmail.com,POSCO Holdings
QA_DYN_0428057,Kim Hyunwoo,qa.dyn.inst.0428057.630477@yopmail.com,LG Electronics
QA_DYN_0428058,Choi Minsoo,qa.dyn.inst.0428058.194203@yopmail.com,NAVER
QA_DYN_0428059,Lim Jiyoon,qa.dyn.inst.0428059.644834@yopmail.com,POSCO Holdings
QA_DYN_0428060,Han Doyun,qa.dyn.inst.0428060.281881@yopmail.com,LG Electronics
QA_DYN_0428061,Park Aram,qa.dyn.inst.0428061.317350@yopmail.com,NAVER
QA_DYN_0428062,Jung Jiho,qa.dyn.inst.0428062.334827@yopmail.com,POSCO Holdings
QA_DYN_0428063,Yoon Eunseo,qa.dyn.inst.0428063.867954@yopmail.com,LG Electronics
QA_DYN_0428064,Lee Sora,qa.dyn.inst.0428064.843610@yopmail.com,NAVER
QA_DYN_0428065,Cho Hyunwoo,qa.dyn.inst.0428065.592157@yopmail.com,POSCO Holdings
QA_DYN_0428066,Kang Minsoo,qa.dyn.inst.0428066.744922@yopmail.com,LG Electronics
QA_DYN_0428067,Kim Haneul,qa.dyn.inst.0428067.428653@yopmail.com,NAVER
QA_DYN_0428068,Choi Seoyeon,qa.dyn.inst.0428068.577476@yopmail.com,POSCO Holdings
QA_DYN_0428069,Lim Doyun,qa.dyn.inst.0428069.296993@yopmail.com,LG Electronics
QA_DYN_0428070,Han Aram,qa.dyn.inst.0428070.303224@yopmail.com,NAVER
QA_DYN_0428071,Park Hyunwoo,qa.dyn.inst.0428071.892137@yopmail.com,POSCO Holdings
QA_DYN_0428072,Jung Minsoo,qa.dyn.inst.0428072.247424@yopmail.com,LG Electronics
QA_DYN_0428073,Yoon Jiyoon,qa.dyn.inst.0428073.593958@yopmail.com,NAVER
QA_DYN_0428074,Lee Aram,qa.dyn.inst.0428074.234729@yopmail.com,POSCO Holdings
QA_DYN_0428075,Cho Doyun,qa.dyn.inst.0428075.901097@yopmail.com,LG Electronics
QA_DYN_0428076,Kang Haneul,qa.dyn.inst.0428076.271072@yopmail.com,NAVER
QA_DYN_0428077,Kim Seoyeon,qa.dyn.inst.0428077.448340@yopmail.com,POSCO Holdings
QA_DYN_0428078,Choi Jiho,qa.dyn.inst.0428078.885133@yopmail.com,LG Electronics
QA_DYN_0428079,Lim Eunseo,qa.dyn.inst.0428079.808503@yopmail.com,NAVER
QA_DYN_0428080,Han Sora,qa.dyn.inst.0428080.120895@yopmail.com,POSCO Holdings
QA_DYN_0428081,Park Minsoo,qa.dyn.inst.0428081.111978@yopmail.com,LG Electronics
