lead:deal_name,contact:name,contact:email,company:name
QA_DYN_0476001,Park Aram,qa.dyn.inst.0476001.368142@yopmail.com,NAVER
QA_DYN_0476002,Jung Jiho,qa.dyn.inst.0476002.567368@yopmail.com,POSCO Holdings
QA_DYN_0476003,Yoon Eunseo,qa.dyn.inst.0476003.796542@yopmail.com,LG Electronics
QA_DYN_0476004,Lee Sora,qa.dyn.inst.0476004.899122@yopmail.com,NAVER
QA_DYN_0476005,Cho Hyunwoo,qa.dyn.inst.0476005.694083@yopmail.com,POSCO Holdings
QA_DYN_0476006,Kang Minsoo,qa.dyn.inst.0476006.172485@yopmail.com,LG Electronics
QA_DYN_0476007,Kim Haneul,qa.dyn.inst.0476007.801103@yopmail.com,NAVER
QA_DYN_0476008,Choi Seoyeon,qa.dyn.inst.0476008.342207@yopmail.com,POSCO Holdings
QA_DYN_0476009,Lim Doyun,qa.dyn.inst.0476009.705454@yopmail.com,LG Electronics
QA_DYN_0476010,Han Aram,qa.dyn.inst.0476010.260875@yopmail.com,NAVER
QA_DYN_0476011,Park Hyunwoo,qa.dyn.inst.0476011.748142@yopmail.com,POSCO Holdings
QA_DYN_0476012,Jung Minsoo,qa.dyn.inst.0476012.722629@yopmail.com,LG Electronics
QA_DYN_0476013,Yoon Jiyoon,qa.dyn.inst.0476013.213356@yopmail.com,NAVER
QA_DYN_0476014,Lee Aram,qa.dyn.inst.0476014.971737@yopmail.com,POSCO Holdings
QA_DYN_0476015,Cho Doyun,qa.dyn.inst.0476015.309527@yopmail.com,LG Electronics
QA_DYN_0476016,Kang Haneul,qa.dyn.inst.0476016.911667@yopmail.com,NAVER
QA_DYN_0476017,Kim Seoyeon,qa.dyn.inst.0476017.743432@yopmail.com,POSCO Holdings
QA_DYN_0476018,Choi Jiho,qa.dyn.inst.0476018.895784@yopmail.com,LG Electronics
QA_DYN_0476019,Lim Eunseo,qa.dyn.inst.0476019.551673@yopmail.com,NAVER
QA_DYN_0476020,Han Sora,qa.dyn.inst.0476020.177631@yopmail.com,POSCO Holdings
QA_DYN_0476021,Park Minsoo,qa.dyn.inst.0476021.941636@yopmail.com,LG Electronics
QA_DYN_0476022,Jung Haneul,qa.dyn.inst.0476022.876046@yopmail.com,NAVER
QA_DYN_0476023,Yoon Seoyeon,qa.dyn.inst.0476023.446962@yopmail.com,POSCO Holdings
QA_DYN_0476024,Lee Jiho,qa.dyn.inst.0476024.381733@yopmail.com,LG Electronics
QA_DYN_0476025,Cho Eunseo,qa.dyn.inst.0476025.463235@yopmail.com,NAVER
QA_DYN_0476026,Kang Sora,qa.dyn.inst.0476026.829539@yopmail.com,POSCO Holdings
QA_DYN_0476027,Kim Hyunwoo,qa.dyn.inst.0476027.676595@yopmail.com,LG Electronics
QA_DYN_0476028,Choi Minsoo,qa.dyn.inst.0476028.863263@yopmail.com,NAVER
QA_DYN_0476029,Lim Jiyoon,qa.dyn.inst.0476029.393299@yopmail.com,POSCO Holdings
QA_DYN_0476030,Han Doyun,qa.dyn.inst.0476030.967201@yopmail.com,LG Electronics
