lead:deal_name,contact:name,contact:email,company:name
QA_DYN_0181001,Park Minsoo,qa.dyn.inst.0181001.663983@yopmail.com,LG Electronics
QA_DYN_0181002,Jung Haneul,qa.dyn.inst.0181002.312579@yopmail.com,NAVER
QA_DYN_0181003,Yoon Seoyeon,qa.dyn.inst.0181003.438413@yopmail.com,POSCO Holdings
QA_DYN_0181004,Lee Jiho,qa.dyn.inst.0181004.949402@yopmail.com,LG Electronics
QA_DYN_0181005,Cho Eunseo,qa.dyn.inst.0181005.645199@yopmail.com,NAVER
QA_DYN_0181006,Kang Sora,qa.dyn.inst.0181006.358015@yopmail.com,POSCO Holdings
QA_DYN_0181007,Kim Hyunwoo,qa.dyn.inst.0181007.809439@yopmail.com,LG Electronics
QA_DYN_0181008,Choi Minsoo,qa.dyn.inst.0181008.613459@yopmail.com,NAVER
QA_DYN_0181009,Lim Jiyoon,qa.dyn.inst.0181009.650960@yopmail.com,POSCO Holdings
QA_DYN_0181010,Han Doyun,qa.dyn.inst.0181010.497063@yopmail.com,LG Electronics
QA_DYN_0181011,Park Aram,qa.dyn.inst.0181011.743268@yopmail.com,NAVER
QA_DYN_0181012,Jung Jiho,qa.dyn.inst.0181012.798068@yopmail.com,POSCO Holdings
QA_DYN_0181013,Yoon Eunseo,qa.dyn.inst.0181013.454343@yopmail.com,LG Electronics
QA_DYN_0181014,Lee Sora,qa.dyn.inst.0181014.146598@yopmail.com,NAVER
QA_DYN_0181015,Cho Hyunwoo,qa.dyn.inst.0181015.465869@yopmail.com,POSCO Holdings
QA_DYN_0181016,Kang Minsoo,qa.dyn.inst.0181016.738030@yopmail.com,LG Electronics
QA_DYN_0181017,Kim Haneul,qa.dyn.inst.0181017.169428@yopmail.com,NAVER
QA_DYN_0181018,Choi Seoyeon,qa.dyn.inst.0181018.977737@yopmail.com,POSCO Holdings
QA_DYN_0181019,Lim Doyun,qa.dyn.inst.0181019.234414@yopmail.com,LG Electronics
QA_DYN_0181020,Han Aram,qa.dyn.inst.0181020.383586@yopmail.com,NAVER
QA_DYN_0181021,Park Hyunwoo,qa.dyn.inst.0181021.808190@yopmail.com,POSCO Holdings
QA_DYN_0181022,Jung Minsoo,qa.dyn.inst.0181022.505157@yopmail.com,LG Electronics
QA_DYN_0181023,Yoon Jiyoon,qa.dyn.inst.0181023.469932@yopmail.com,NAVER
QA_DYN_0181024,Lee Aram,qa.dyn.inst.0181024.106512@yopmail.com,POSCO Holdings
QA_DYN_0181025,Cho Doyun,qa.dyn.inst.0181025.398827@yopmail.com,LG Electronics
QA_DYN_0181026,Kang Haneul,qa.dyn.inst.0181026.196791@yopmail.com,NAVER
QA_DYN_0181027,Kim Seoyeon,qa.dyn.inst.0181027.181424@yopmail.com,POSCO Holdings
QA_DYN_0181028,Choi Jiho,qa.dyn.inst.0181028.627933@yopmail.com,LG Electronics
QA_DYN_0181029,Lim Eunseo,qa.dyn.inst.0181029.648806@yopmail.com,NAVER
QA_DYN_0181030,Han Sora,qa.dyn.inst.0181030.580334@yopmail.com,POSCO Holdings
QA_DYN_0181031,Park Minsoo,qa.dyn.inst.0181031.227470@yopmail.com,LG Electronics
QA_DYN_0181032,Jung Haneul,qa.dyn.inst.0181032.580731@yopmail.com,NAVER
QA_DYN_0181033,Yoon Seoyeon,qa.dyn.inst.0181033.626130@yopmail.com,POSCO Holdings
QA_DYN_0181034,Lee Jiho,qa.dyn.inst.0181034.473658@yopmail.com,LG Electronics
QA_DYN_0181035,Cho Eunseo,qa.dyn.inst.0181035.146256@yopmail.com,NAVER
QA_DYN_0181036,Kang Sora,qa.dyn.inst.0181036.820475@yopmail.com,POSCO Holdings
QA_DYN_0181037,Kim Hyunwoo,qa.dyn.inst.0181037.987253@yopmail.com,LG Electronics
QA_DYN_0181038,Choi Minsoo,qa.dyn.inst.0181038.128746@yopmail.com,NAVER
QA_DYN_0181039,Lim Jiyoon,qa.dyn.inst.0181039.748157@yopmail.com,POSCO Holdings
QA_DYN_0181040,Han Doyun,qa.dyn.inst.0181040.209456@yopmail.com,LG Electronics
QA_DYN_0181041,Park Aram,qa.dyn.inst.0181041.934150@yopmail.com,NAVER
QA_DYN_0181042,Jung Jiho,qa.dyn.inst.0181042.670901@yopmail.com,POSCO Holdings
QA_DYN_0181043,Yoon Eunseo,qa.dyn.inst.0181043.984035@yopmail.com,LG Electronics
QA_DYN_0181044,Lee Sora,qa.dyn.inst.0181044.182908@yopmail.com,NAVER
QA_DYN_0181045,Cho Hyunwoo,qa.dyn.inst.0181045.714488@yopmail.com,POSCO Holdings
QA_DYN_0181046,Kang Minsoo,qa.dyn.inst.0181046.135066@yopmail.com,LG Electronics
QA_DYN_0181047,Kim Haneul,qa.dyn.inst.0181047.727089@yopmail.com,NAVER
QA_DYN_0181048,Choi Seoyeon,qa.dyn.inst.0181048.356447@yopmail.com,POSCO Holdings
QA_DYN_0181049,Lim Doyun,qa.dyn.inst.0181049.930858@yopmail.com,LG Electronics
QA_DYN_0181050,Han Aram,qa.dyn.inst.0181050.316211@yopmail.com,NAVER
QA_DYN_0181051,Park Hyunwoo,qa.dyn.inst.0181051.497697@yopmail.com,POSCO Holdings
QA_DYN_0181052,Jung Minsoo,qa.dyn.inst.0181052.833878@yopmail.com,LG Electronics
QA_DYN_0181053,Yoon Jiyoon,qa.dyn.inst.0181053.788594@yopmail.com,NAVER
QA_DYN_0181054,Lee Aram,qa.dyn.inst.0181054.366682@yopmail.com,POSCO Holdings
QA_DYN_0181055,Cho Doyun,qa.dyn.inst.0181055.134817@yopmail.com,LG Electronics
QA_DYN_0181056,Kang Haneul,qa.dyn.inst.0181056.245661@yopmail.com,NAVER
QA_DYN_0181057,Kim Seoyeon,qa.dyn.inst.0181057.241027@yopmail.com,POSCO Holdings
QA_DYN_0181058,Choi Jiho,qa.dyn.inst.0181058.441274@yopmail.com,LG Electronics
QA_DYN_0181059,Lim Eunseo,qa.dyn.inst.0181059.993862@yopmail.com,NAVER
QA_DYN_0181060,Han Sora,qa.dyn.inst.0181060.640736@yopmail.com,POSCO Holdings
QA_DYN_0181061,Park Minsoo,qa.dyn.inst.0181061.825132@yopmail.com,LG Electronics
QA_DYN_0181062,Jung Haneul,qa.dyn.inst.0181062.862909@yopmail.com,NAVER
QA_DYN_0181063,Yoon Seoyeon,qa.dyn.inst.0181063.256604@yopmail.com,POSCO Holdings
QA_DYN_0181064,Lee Jiho,qa.dyn.inst.0181064.696186@yopmail.com,LG Electronics
QA_DYN_0181065,Cho Eunseo,qa.dyn.inst.0181065.688618@yopmail.com,NAVER
QA_DYN_0181066,Kang Sora,qa.dyn.inst.0181066.444498@yopmail.com,POSCO Holdings
QA_DYN_0181067,Kim Hyunwoo,qa.dyn.inst.0181067.787279@yopmail.com,LG Electronics
QA_DYN_0181068,Choi Minsoo,qa.dyn.inst.0181068.748979@yopmail.com,NAVER
QA_DYN_0181069,Lim Jiyoon,qa.dyn.inst.0181069.178843@yopmail.com,POSCO Holdings
QA_DYN_0181070,Han Doyun,qa.dyn.inst.0181070.334002@yopmail.com,LG Electronics
QA_DYN_0181071,Park Aram,qa.dyn.inst.0181071.536595@yopmail.com,NAVER
QA_DYN_0181072,Jung Jiho,qa.dyn.inst.0181072.584910@yopmail.com,POSCO Holdings
QA_DYN_0181073,Yoon Eunseo,qa.dyn.inst.0181073.787877@yopmail.com,LG Electronics
QA_DYN_0181074,Lee Sora,qa.dyn.inst.0181074.540610@yopmail.com,NAVER
QA_DYN_0181075,Cho Hyunwoo,qa.dyn.inst.0181075.338671@yopmail.com,POSCO Holdings
QA_DYN_0181076,Kang Minsoo,qa.dyn.inst.0181076.267652@yopmail.com,LG Electronics
QA_DYN_0181077,Kim Haneul,qa.dyn.inst.0181077.333858@yopmail.com,NAVER
QA_DYN_0181078,Choi Seoyeon,qa.dyn.inst.0181078.491134@yopmail.com,POSCO Holdings
QA_DYN_0181079,Lim Doyun,qa.dyn.inst.0181079.786793@yopmail.com,LG Electronics
QA_DYN_0181080,Han Aram,qa.dyn.inst.0181080.451082@yopmail.com,NAVER
QA_DYN_0181081,Park Hyunwoo,qa.dyn.inst.0181081.477820@yopmail.com,POSCO Holdings
QA_DYN_0181082,Jung Minsoo,qa.dyn.inst.0181082.163474@yopmail.com,LG Electronics
QA_DYN_0181083,Yoon Jiyoon,qa.dyn.inst.0181083.298899@yopmail.com,NAVER
QA_DYN_0181084,Lee Aram,qa.dyn.inst.0181084.627189@yopmail.com,POSCO Holdings
QA_DYN_0181085,Cho Doyun,qa.dyn.inst.0181085.562914@yopmail.com,LG Electronics
QA_DYN_0181086,Kang Haneul,qa.dyn.inst.0181086.642291@yopmail.com,NAVER
QA_DYN_0181087,Kim Seoyeon,qa.dyn.inst.0181087.645217@yopmail.com,POSCO Holdings
QA_DYN_0181088,Choi Jiho,qa.dyn.inst.0181088.644505@yopmail.com,LG Electronics
QA_DYN_0181089,Lim Eunseo,qa.dyn.inst.0181089.747830@yopmail.com,NAVER
QA_DYN_0181090,Han Sora,qa.dyn.inst.0181090.446621@yopmail.com,POSCO Holdings
QA_DYN_0181091,Park Minsoo,qa.dyn.inst.0181091.659321@yopmail.com,LG Electronics
QA_DYN_0181092,Jung Haneul,qa.dyn.inst.0181092.256687@yopmail.com,NAVER
QA_DYN_0181093,Yoon Seoyeon,qa.dyn.inst.0181093.430332@yopmail.com,POSCO Holdings
QA_DYN_0181094,Lee Jiho,qa.dyn.inst.0181094.412547@yopmail.com,LG Electronics
QA_DYN_0181095,Cho Eunseo,qa.dyn.inst.0181095.771023@yopmail.com,NAVER
QA_DYN_0181096,Kang Sora,qa.dyn.inst.0181096.105838@yopmail.com,POSCO Holdings
