lead:deal_name,contact:name,contact:email,company:name
QA_DYN_19001,Kim Minsoo,qa.dyn.inst.19001.300118@yopmail.com,삼성전자(주)
QA_DYN_19002,Lee Jiyoon,qa.dyn.inst.19002.713699@yopmail.com,LG전자(주)
QA_DYN_19003,Park Hyunwoo,qa.dyn.inst.19003.237340@yopmail.com,SK하이닉스(주)
QA_DYN_19004,Choi Aram,qa.dyn.inst.19004.944873@yopmail.com,현대자동차(주)
QA_DYN_19005,Jung Sora,qa.dyn.inst.19005.988445@yopmail.com,롯데케미칼(주)
QA_DYN_19006,Kim Minsoo,qa.dyn.inst.19006.115509@yopmail.com,삼성전자(주)
QA_DYN_19007,Wěi Wáng,qa.dyn.inst.19007.971162@yopmail.com,카카오(주)
QA_DYN_19008,Han Yerin,qa.dyn.inst.19008.765060@yopmail.com,네이버(주)
QA_DYN_19009,No Company User,qa.dyn.inst.19009.777195@yopmail.com,LG전자(주)
QA_DYN_19010,Lim Doyeon,qa.dyn.inst.19010.256141@yopmail.com,포스코홀딩스(주)
QA_DYN_19011,Kim Minsoo,qa.dyn.inst.19011.402621@yopmail.com,삼성전자(주)
QA_DYN_19012,Lee Jiyoon,qa.dyn.inst.19012.327296@yopmail.com,LG전자(주)
QA_DYN_19013,Park Hyunwoo,qa.dyn.inst.19013.410040@yopmail.com,SK하이닉스(주)
QA_DYN_19014,Choi Aram,qa.dyn.inst.19014.700611@yopmail.com,현대자동차(주)
QA_DYN_19015,Jung Sora,qa.dyn.inst.19015.537499@yopmail.com,롯데케미칼(주)
QA_DYN_19016,Kim Minsoo,qa.dyn.inst.19016.482324@yopmail.com,삼성전자(주)
QA_DYN_19017,Wěi Wáng,qa.dyn.inst.19017.589025@yopmail.com,카카오(주)
QA_DYN_19018,Han Yerin,qa.dyn.inst.19018.336052@yopmail.com,네이버(주)
QA_DYN_19019,No Company User,qa.dyn.inst.19019.807538@yopmail.com,LG전자(주)
QA_DYN_19020,Lim Doyeon,qa.dyn.inst.19020.141459@yopmail.com,포스코홀딩스(주)
QA_DYN_19021,Kim Minsoo,qa.dyn.inst.19021.144026@yopmail.com,삼성전자(주)
QA_DYN_19022,Lee Jiyoon,qa.dyn.inst.19022.820656@yopmail.com,LG전자(주)
QA_DYN_19023,Park Hyunwoo,qa.dyn.inst.19023.383870@yopmail.com,SK하이닉스(주)
QA_DYN_19024,Choi Aram,qa.dyn.inst.19024.864907@yopmail.com,현대자동차(주)
QA_DYN_19025,Jung Sora,qa.dyn.inst.19025.789593@yopmail.com,롯데케미칼(주)
QA_DYN_19026,Kim Minsoo,qa.dyn.inst.19026.510203@yopmail.com,삼성전자(주)
QA_DYN_19027,Wěi Wáng,qa.dyn.inst.19027.981927@yopmail.com,카카오(주)
QA_DYN_19028,Han Yerin,qa.dyn.inst.19028.930428@yopmail.com,네이버(주)
QA_DYN_19029,No Company User,qa.dyn.inst.19029.500957@yopmail.com,LG전자(주)
QA_DYN_19030,Lim Doyeon,qa.dyn.inst.19030.896436@yopmail.com,포스코홀딩스(주)
QA_DYN_19031,Kim Minsoo,qa.dyn.inst.19031.911016@yopmail.com,삼성전자(주)
QA_DYN_19032,Lee Jiyoon,qa.dyn.inst.19032.660419@yopmail.com,LG전자(주)
QA_DYN_19033,Park Hyunwoo,qa.dyn.inst.19033.562155@yopmail.com,SK하이닉스(주)
QA_DYN_19034,Choi Aram,qa.dyn.inst.19034.872865@yopmail.com,현대자동차(주)
QA_DYN_19035,Jung Sora,qa.dyn.inst.19035.519803@yopmail.com,롯데케미칼(주)
QA_DYN_19036,Kim Minsoo,qa.dyn.inst.19036.684121@yopmail.com,삼성전자(주)
QA_DYN_19037,Wěi Wáng,qa.dyn.inst.19037.179278@yopmail.com,카카오(주)
QA_DYN_19038,Han Yerin,qa.dyn.inst.19038.989816@yopmail.com,네이버(주)
QA_DYN_19039,No Company User,qa.dyn.inst.19039.576377@yopmail.com,LG전자(주)
QA_DYN_19040,Lim Doyeon,qa.dyn.inst.19040.825122@yopmail.com,포스코홀딩스(주)
